"ID","SENSORTYPE_ID","LOCATION_ID","VALUE","MEASURE_TIME"
"586","1","1","5.84","2012-04-14 18:01:53.556"
"587","2","1","513.0","2012-04-14 18:01:53.567"
"588","3","1","369.0","2012-04-14 18:01:53.567"
"589","1","1","5.76","2012-04-14 18:02:03.65"
"590","2","1","513.0","2012-04-14 18:02:03.651"
"591","3","1","369.0","2012-04-14 18:02:03.651"
"592","1","1","5.76","2012-04-14 18:02:13.673"
"593","2","1","513.0","2012-04-14 18:02:13.673"
"594","3","1","367.0","2012-04-14 18:02:13.673"
"595","1","1","5.92","2012-04-14 18:02:23.783"
"596","2","1","512.0","2012-04-14 18:02:23.784"
"597","3","1","364.0","2012-04-14 18:02:23.784"
"598","1","1","5.76","2012-04-14 18:02:33.788"
"599","2","1","514.0","2012-04-14 18:02:33.789"
"600","3","1","369.0","2012-04-14 18:02:33.789"
"601","1","1","5.84","2012-04-14 18:02:43.877"
"602","2","1","512.0","2012-04-14 18:02:43.878"
"603","3","1","361.0","2012-04-14 18:02:43.878"
"604","1","1","5.84","2012-04-14 18:02:53.899"
"605","2","1","512.0","2012-04-14 18:02:53.899"
"606","3","1","362.0","2012-04-14 18:02:53.9"
"607","1","1","5.92","2012-04-14 18:03:03.955"
"608","2","1","512.0","2012-04-14 18:03:03.955"
"609","3","1","365.0","2012-04-14 18:03:03.956"
"610","1","1","5.84","2012-04-14 18:03:14.031"
"611","2","1","512.0","2012-04-14 18:03:14.032"
"612","3","1","365.0","2012-04-14 18:03:14.032"
"613","1","1","5.84","2012-04-14 18:03:24.083"
"614","2","1","513.0","2012-04-14 18:03:24.091"
"615","3","1","358.0","2012-04-14 18:03:24.091"
"616","1","1","5.76","2012-04-14 18:03:34.129"
"617","2","1","513.0","2012-04-14 18:03:34.13"
"618","3","1","356.0","2012-04-14 18:03:34.13"
"619","1","1","5.69","2012-04-14 18:03:44.277"
"620","2","1","513.0","2012-04-14 18:03:44.277"
"621","3","1","362.0","2012-04-14 18:03:44.277"
"622","1","1","5.69","2012-04-14 18:03:54.247"
"623","2","1","513.0","2012-04-14 18:03:54.247"
"624","3","1","368.0","2012-04-14 18:03:54.248"
"625","1","1","5.76","2012-04-14 18:04:04.349"
"626","2","1","512.0","2012-04-14 18:04:04.35"
"627","3","1","371.0","2012-04-14 18:04:04.35"
"628","1","1","5.76","2012-04-14 18:04:14.374"
"629","2","1","513.0","2012-04-14 18:04:14.374"
"630","3","1","368.0","2012-04-14 18:04:14.374"
"631","1","1","5.76","2012-04-14 18:04:24.451"
"632","2","1","512.0","2012-04-14 18:04:24.452"
"633","3","1","366.0","2012-04-14 18:04:24.452"
"634","1","1","5.84","2012-04-14 18:04:34.48"
"635","2","1","512.0","2012-04-14 18:04:34.481"
"636","3","1","364.0","2012-04-14 18:04:34.481"
"637","1","1","5.76","2012-04-14 18:04:44.596"
"638","2","1","512.0","2012-04-14 18:04:44.597"
"639","3","1","370.0","2012-04-14 18:04:44.597"
"640","1","1","5.76","2012-04-14 18:04:54.608"
"641","2","1","512.0","2012-04-14 18:04:54.617"
"642","3","1","372.0","2012-04-14 18:04:54.618"
"643","1","1","5.76","2012-04-14 18:05:04.733"
"644","2","1","514.0","2012-04-14 18:05:04.733"
"645","3","1","368.0","2012-04-14 18:05:04.734"
"646","1","1","5.76","2012-04-14 18:05:14.784"
"647","2","1","513.0","2012-04-14 18:05:14.785"
"648","3","1","364.0","2012-04-14 18:05:14.785"
"649","1","1","5.76","2012-04-14 18:05:24.836"
"650","2","1","513.0","2012-04-14 18:05:24.837"
"651","3","1","364.0","2012-04-14 18:05:24.837"
"652","1","1","5.84","2012-04-14 18:05:34.858"
"653","2","1","513.0","2012-04-14 18:05:34.858"
"654","3","1","369.0","2012-04-14 18:05:34.859"
"655","1","1","5.84","2012-04-14 18:05:44.892"
"656","2","1","513.0","2012-04-14 18:05:44.892"
"657","3","1","359.0","2012-04-14 18:05:44.893"
"658","1","1","5.84","2012-04-14 18:05:54.948"
"659","2","1","512.0","2012-04-14 18:05:54.948"
"660","3","1","370.0","2012-04-14 18:05:54.95"
"661","1","1","5.76","2012-04-14 18:06:05.007"
"662","2","1","513.0","2012-04-14 18:06:05.008"
"663","3","1","374.0","2012-04-14 18:06:05.008"
"664","1","1","5.84","2012-04-14 18:06:15.114"
"665","2","1","514.0","2012-04-14 18:06:15.115"
"666","3","1","371.0","2012-04-14 18:06:15.115"
"667","1","1","5.76","2012-04-14 18:06:25.165"
"668","2","1","513.0","2012-04-14 18:06:25.173"
"669","3","1","366.0","2012-04-14 18:06:25.173"
"670","1","1","5.84","2012-04-14 18:06:35.193"
"671","2","1","514.0","2012-04-14 18:06:35.193"
"672","3","1","370.0","2012-04-14 18:06:35.194"
"673","1","1","5.84","2012-04-14 18:06:45.251"
"674","2","1","512.0","2012-04-14 18:06:45.252"
"675","3","1","371.0","2012-04-14 18:06:45.252"
"676","1","1","5.92","2012-04-14 18:06:55.363"
"677","2","1","513.0","2012-04-14 18:06:55.364"
"678","3","1","365.0","2012-04-14 18:06:55.364"
"679","1","1","5.92","2012-04-14 18:07:05.367"
"680","2","1","513.0","2012-04-14 18:07:05.367"
"681","3","1","361.0","2012-04-14 18:07:05.368"
"682","1","1","5.84","2012-04-14 18:07:15.436"
"683","2","1","513.0","2012-04-14 18:07:15.436"
"684","3","1","361.0","2012-04-14 18:07:15.437"
"685","1","1","5.84","2012-04-14 18:07:25.487"
"686","2","1","513.0","2012-04-14 18:07:25.488"
"687","3","1","365.0","2012-04-14 18:07:25.488"
"688","1","1","5.76","2012-04-14 18:07:35.63"
"689","2","1","513.0","2012-04-14 18:07:35.63"
"690","3","1","370.0","2012-04-14 18:07:35.631"
"691","1","1","5.84","2012-04-14 18:07:45.603"
"692","2","1","513.0","2012-04-14 18:07:45.604"
"693","3","1","365.0","2012-04-14 18:07:45.604"
"694","1","1","5.92","2012-04-14 18:07:55.702"
"695","2","1","513.0","2012-04-14 18:07:55.71"
"696","3","1","363.0","2012-04-14 18:07:55.71"
"697","1","1","5.84","2012-04-14 18:08:05.724"
"698","2","1","513.0","2012-04-14 18:08:05.724"
"699","3","1","356.0","2012-04-14 18:08:05.724"
"700","1","1","5.76","2012-04-14 18:08:15.806"
"701","2","1","513.0","2012-04-14 18:08:15.807"
"702","3","1","362.0","2012-04-14 18:08:15.807"
"703","1","1","5.76","2012-04-14 18:08:25.889"
"704","2","1","513.0","2012-04-14 18:08:25.889"
"705","3","1","360.0","2012-04-14 18:08:25.89"
"706","1","1","5.69","2012-04-14 18:08:35.887"
"707","2","1","513.0","2012-04-14 18:08:35.887"
"708","3","1","360.0","2012-04-14 18:08:35.887"
"709","1","1","5.69","2012-04-14 18:08:45.944"
"710","2","1","512.0","2012-04-14 18:08:45.945"
"711","3","1","360.0","2012-04-14 18:08:45.945"
"712","1","1","5.84","2012-04-14 18:08:56.005"
"713","2","1","513.0","2012-04-14 18:08:56.005"
